zipcode,all_reviews
11218,"Hamilton's is a place you'd expect to see your typical pub food, but they take food quality to the next level. Both times I've been there, you could tell... I was really hoping Hamilton's would be better than it is. We moved into the neighborhood down the street and have been three times. 

Resounding and... I don't get why this place isn't rated much higher. Browsing through some of the negative reviews, a lot of people seem to think they are dining at..."
11201,"Everything was excellent. Seared scallops salad with raspberry mousse for dessert for me, coq a vin and bread pudding for my daughter - so good. Super... Is Tabac French for COCKROACH?

Long story short: Minutes after getting our dinner, a HUGE cockroach ran across the wall above our heads. We didn't want to... Came for lunch and being a Saturday we got the brunch menu. All good since we wanted mussels which thankfully was on the menu.
Mrs ordered mojito and me..."
11215,"My boyfriend took me here just so we could grab something quick to eat. He's eaten here plenty of times before.

The roasted chicken was well seasoned.... Savor latino is a friendly place to eat the food is good the only thing is they don't have desert all the time prizes are reasonable they have tv and bathroom. I have eaten here before and the food was fine. Do not order from them for delivery. Second time, chicken not cooked, very pink, half dry. Received about..."
11237,"Rudest waitstaff to the maximum whether you are a spanish speaker or not which my partner actually is, they will judge your appearance and if you dont... They only cater to locals who speak Spanish. Nasty workers and hideous interior. Avoid this place like the plague. #The reviews don't look good here on Yelp and I was hesitant to go because of this. But they gave me a good serving of goat. I think it was a #fair deal."
7030,"It had been over 6 months since I went to Bank Robber Music and I figured it was time to give them another try. I went on a Tuesday night and had no trouble... I had elaborately planned a complicated heist, every detail in place right down to my lucky pair of black athletic socks, but I was unable to find the... My experience at Bank Robber music was good. I got to hear some good music that made me think, but also made me want to dance. I am marking ""no helpful,""..."
10079,"Came here for an event that wasn't nearly as formal as I thought it'd be.  I didn't really interact with anyone but I also had no real issues.  The space is... It's a bar / waiting room for the shows in the theater above.  I wouldn't come here unless going to a show.  Drinks were served in plastic cups.
Nuff Said. there's nothing too spectacular or original about the D-Lounge. it's conveniently located at the Daryl Roth Theater (which always seems to be under a new..."
10038,"Lets talk Malibu Farm. I appreciate the mission behind this restaurant and love the quality of the food. As a few other folks mentioned, it is pricey.... If you've been to this place in Malibu, don't expect it to be the same. I came here with my friend and sister for lunch with high hopes that it will live up... If you love farm to table food and the view of the Brooklyn Bridge, this is the place.
We made reservations for brunch. We were greeted and seated in..."
11217,"This applies bees shock me cause it was really nice and clean the one on Fulton dnt look too nice and is always overcrowded and loud for no reason . The... It is important to pay close attention to the reviews but we were so hungry we just didn't.

The restaurant had an unpleasant odor to it and the tables... I came here with my mother prior to going to a show to get a drink & just kill some time. We were going to sit at the bar, but since it was crowded, we..."
10004,"Randomly dropped in to Harry's while walking through the financial district with some friends. We were intrigued by steps leading down into the main dining... Brought a VIP client here. Place is warm and comforting. Service was meh. Could have been more attentive.  We ordered NY strip, ribeye, scallops, baked... Disappointed on this 2nd Brunch Visit. Harrys has a lovely decor for a leisurely brunch. 

This time we tried the Poached Eggs Benedict on smoked Salmon..."
11215,My partner and I visited here for dinner last Friday because we wanted to try something new in the area. The experience was quite amazing. The food was... Are you kidding me? ARE YOU KIDDING ME? Seriously; why are you not here? Have you heard the love music? Did you know the owners have the most adorable dog... I am a lover of food and what makes food better for me is music. They had a live band playing while we were eating made the night for me. The scallops and...
10004,"Visit this place for a quick lunch since I was working around the area. The place was charming, old pub vibe  with American food menu. It's a big space and... Lunchtime review.

Alright, I stopped in over the winter months so I was unable to capitalize on the outdoor seating situation BUT I would definitely return... Whenever I have family visiting in the city, we end up making a group trip out to Stone Street Tavern. As a group of 11 I'm always worried about being..."
11201,"Last weekend felt like we were on the surface of the sun, and I was playing tourist at the Brooklyn bridge park. As I walked into the park and took note of... Classic Tizzy with Pineapple Half Naked (Half Sweet) // $5

Stopped by Brooklyn Dumbo on a hot Saturday afternoon and the first juice stand I saw was... This food truck is located at pier 1 In Brooklyn under the Brooklyn bridge. It was the perfect thirst quencher on a blazing hot day! 
The line was long, but..."
11220,"Ok - so, anyone who's had a drink here has done so because they're well aware of the complete and utter lack of places to drink in the hood. It's... No Review No Review"
10007,"I came here to get a drink while I waited on a friend of mine. The wait turned out to be an hour, so getting a drink here was a good move.
Doubly so,... Liquid Assets is basically a bar that seems stuck on the edge of a hotel lobby. As a guest, if you sit at a table, you will likely be ignored or confused... One of two bars in the Millenium Hilton - this one being located in the hotel lobby.

The bar itself is not overly long - thus there is not a lot of room to..."
11218,"Just want to acknowledge that this place has been crushing it during the quarantine. They're very organized, they have lots of hand sanitizer, and there has... A group of three of us came for a work holiday lunch.  
The escargot came deshelled, with potatoes and was FULL of flavor. The steak was fine, I wasn't a... I absolutely love the place! One of my favorite French brasserie places in Prospect Park area. The food is tasty and affordable. Staff are super nice...."
11232,"Fantastic burger.   I had a cheeseburger medium rare with the works. Cheese fries and shared onion rings - the burger was perfect .... AMAZING!

Service was... This location is set at Industry City. You can get a deal, depending on what day of the week it is. The burgers here are as good as those on West 56th... The burger is ok, ingredients are fresh but the char or crust on the meat could be improved since I'm paying premium pricing.  I'm not sure if it's worth..."
11231,"They're doing delivery now and it travels super well. Their Caesar salad is incomparable, the cavatelli is sumptuous, the sweet potato ravioli is delicate... Everything about dinner remains true to original review. 

Before CV-19 hit it was a major treat to join Frankies for lunch/brunch. These are times I truly... Frankie's has become an institution. Known for many things, but manly some of the best Pasta in Brooklyn. 

Frankie's is a charming spot right in Carrol..."
10005,"Pretty awful and below what I have experienced at any other andaz I have stayed at anywhere in the world.  The breakfast buffet is more fit for a motel 6... Can't speak to the food here (and also would never order food here -- there are a million places around you that are better for that), but the Andaz beer... Ordered the ravioli and lentil soup. Lentil soup was good but definitely was microwaved which is disappointing. The ravioli could of been better. Tasted..."
11226,"Manchego Koko had been on my list for about a year (as it's the only Spanish tapas spot nearby that I know of) and I finally got to try it with two friends... I have been here so many times. I kept on coming back because in theory they have a good thing going on. This is the longest running restaurant/bar at this... They played Reggaeton when we first went in. And at that moment, I was nervous because I didn't know what they wanted to be- Spanish restaurant or..."
10004,"Love this little place - delicious food and cocktails and atmosphere! I noticed alot of reviews mentioned how they wouldn't come there for a meal... I... Great find for drinks after work at Stone Street! 

Service: We came on a Tuesday night for after-work drinks and got seated right away. Our server was very... This place is adorable!! Such a hidden little gem on stone street, a little different than the rest. 

I wouldn't come here for a meal. It is just SO..."
10038,"Momofuku is rocking it again with bar Wayo in the Seaport. The wagyu burger French dip is absolutely delectable and pairing it with onion rings dipped in... A nice intimate casual get together spot for a selection of beer and cocktails with a targeted savory food menu is how I would describe this place. I... Upscale casual is how I can best describe this place. We came on a Sat evening, and were seated right away at the end of the bar. The drink selection is..."
11211,"Came here for brunch on a Sunday and this place is great. 

$28 boozy brunch with an entree included... almost unheard of. Given the low price point I was... Really liked this spot!

We weren't able to make a reservation for the time we needed (12, when they opened) but form the pics it looked (and is!) huge so... This place caught my eye
Thanks yelp this place is aye 
Happy hour till seven
Drinks and pizza are like heaven 
Really nice decor and atmosphere
It looks..."
10006,"Just came for drink and appetizer. Decor is really appealing-dark wood with many modern touches. Conveniently located beside W Hotel lobby. Accessible from... Not great.  

Staff was nice but slow and disorganized

Tacos were dry and flavorless 

They're not maintaining the restrooms properly. Smells like someone... $5 per Ice Tea with no free refills? Really?
 
So I order one....never asked if I'd like a refill or not.  Waiter came by so I asked if I could have another..."
10001,MANHATTAN: we disembarked from the Seastreak Ferry at Wall Street and started walking north just curious to take in the sights. We walked straight into... This bar is situated right by the seaport and its awesome! They have a nice menu with a few specialty cocktails ranging from $8 and up. I tried the Royal... Came here for having the chase sapphire card. A nice little space to sit and relax near seaport especially after you gets tired for walking. There are  all...
10018,"Wow best pool spot in Manhattan area. The perfect balance between talent and great people. This guys made me feel at home! And the girl bartender is beatiful Great vibe. Friendly smiling bartender. Lots of deals. $7 beer and shot. We have a winner as my fellow yelp friends have highlighted. They never lead me astray. Had an amazing night at this place when visiting New York. Great vibe, great music, great drinks. Of course the real star of the night was Ashley!"
10022,"Great place in every Way. Always come here when in the city. Great staff and patrons. Very good  selection. Moderate  prices   Very traditional. CNN... Service: 3 star
Tobacconist Knowledge: 3 star
Ambiance: 5 Star
Price: 2 star
Location: 4 star
Lounge: 4 star
Selection: 4 stars
Humidor: 4

Overall: 3.75... Super cool and super relaxing place to smoke. I knew what I wanted, a Liga Privada Corona Doble (my favorite smoke) and they had it (Liga only sells if you..."
10022,"I've been to Florence Gould Hall twice for events that couldn't have been more different. 

The first time was back on September 16, 2011. It was my first... Thanks to the tireless efforts of Justine at la FIAF, I was able to go to this lovely theater to view La Vie En Rose which is one of the greatest movies... Came here for Marios Master Class and it was good. Don't have much to say but it was clean and it's nice intimate setting for small events."
10016,"So disappointed.
When this place was PLAY it was cozy and nice, there were sofa and library, the cocktails were great and the glasses were made of... No Review No Review"
10018,"Pathetic and embarrassing! I went here just about 2 hours ago to interview someone because it is in close proximity to Bryant Park. The bar was full but... Been here for lunch twice as it's right by my office and both experiences were mediocre. Their food menu is pretty simple with some salads,... Amongst the huge list of restaurants, bars and taverns in Theatre District, Croton has a special place in our heart! We visited this tavern on a late..."
10010,"Came here last night for the first time. I hadn't heard anything about it so I wasn't sure what to expect but everything I had was amazing. 
The inside is... I liked Norikoh enough to go again, but not go out of my way. 

It was a nice restaurant and I enjoyed my time while I was there. However, the sushi was... Norikoh Chelsea is the second branch of this restaurant we had the opportunity to attend their grand opening on Saturday. The cuisine is Pan Asian but..."
10019,"We've been here first time today for the happy hour - just wanted to order two margaritas and go. The service was so good and the atmosphere was great so we... Unfortunate experience. 

We came in as a table of 5 and were put in a tight back corner and we made it work and enjoyed each others company. The first... I loved our visit to this hopping restaurant last night! We sat at the bar and watched the bartenders work their magic. Damn those drinks were strong and so..."
10036,"Delicious fresh bread with pesto dipping sauce. I really enjoyed my Blue Point Winter Ale. My wife had the rośe and it was wonderful. The prosciutto di... We had the Prosciutto di Parma pizza- yum! Perfect balance of flavors.  

I also tried a glass of the rose (De Drouet De Loire) - so good! Not too sweet,... This place has really good food, but unfortunately everything is slightly overpriced. 

The pasta dishes alone will run you $20+ and the entrees can be in..."
10011,Standard overpriced drinks and too-drunk-to-stand crowd. Not surprising given the promoters who regularly pick fights with guests. The bouncers find... Hiro is a cool place and is perfect for parties or hosting small concerts. The interior has a Japanese look with traditional paper lanterns hanging around... No Review
10023,"We can't speak highly enough of Kerry and her team at Tavern. The entire events team were extremely attentive, professional, and helpful throughout our... Undeniably beautiful and obscenely priced, Tavern on the Green has been a New York staple for almost ninety years. At this point no opinion is going to sway... Location? Epic, right in Central Park. How long has this place been around? Since 1934! How long have I wanted to dine here? Many years! It did close for a..."
10023,"Can we say 'Moonstruck' ? Am I aging myself with that question? I think of that movie when I come here and it's as visually appealing as it was in that... I've always been a Kanye West fan despite his often outrageous commentary and sometimes eccentric behavior. I'm a lover of music and he's a genius at what... As per a previous Yelper: ""It's an architectural masterpiece with its open stairs, water fountain, and cohesiveness of the building designs.""  Absolutely..."
10010,"A friend and I used a pulsd deal and decided to try this place in Chelsea. Fantastic food although my friend ate most of my steak salad. Steak was perfect.... This is the first time I've actually felt so inspired that I am writing my review while I am still sitting at my table, but not for all the wrong reasons.... Flew in around midnight and this was the only bar around with an open kitchen. Really grateful for that.

Had the Reuben sandwich. Came with a serving of..."
10001,"Yum. Open during covid 19 for take out. Ordered via caviar. Two pizzas - one square, one classic with salami and ricotta. Both incredibly delicious. Food... We love Ovest! we found Ovest just by scrolling on Yelp while we were walking around their neighborhood and wow it was a great decision.

Their pizza is... We came as a party of five on a Thursday night after our work out class around 8:45 pm. It was half full. The place had a great  romantic ambiance. It was..."
10001,"This was the second time I dined here. This time I was with my daughter after Comic Con, last time with my wife before a concert. I ordered the Molly Wee... A group of us came here to watch a football game and while we were happy with the amount of tv screens showing the game and the service, the food was a... This is our regular spot when visiting my bff. The staff is friendly and they make a great drink. Not to mention the food is quite good. Love a great pint..."
10001,"We love this place - For starters we had the wings and rings.  Everything was cooked to perfection, and presentation is unique.  

my friends had the lamb... I have to say going to woodpecker by David Burke was an interesting experience to start. The food Was great, I had the pizza with chorizo and octopus and it... Horrible service!!! I went here with my friends this Saturday who were visiting from DC and were excited to hangout and enjoy some drinks together. 
Our..."
10019,"I have never found a better place in New York City that offers everyone one is looking for. The service is superior, the food is even better. This places... This place was a fantastic find for a good bite & couple of brews after seeing a show at the nearby Studio 54. 

It's an unassuming Irish Pub with a lot of... Sat next to 3 gents whom repeatedly kept shouting ""fuck"" and ""fuck white people"".  Waiter wouldn't accommodate us to move to another table.  Mediocre..."
10001,"Saw a lot of shoes here and it's a nice theater on the smaller side. Saw ''twas the night before Christmas here tonight and I enjoyed it a lot. I've been going to Hulu since it was called The Felt Forum and The Paramount.  Great space for a concert!  I love this space so much more than MSG because... Saw We Will Rock You at Hulu Theater at Madison Square Garden. 

The theater is intimately small and well maintained, reminiscent of an Atlantic City..."
10023,"I have had an amazing 16oz boneless Ribeye.
It was cooked to perfection and just from typing now my mouth is watering.
The Parmesan truffles Fries is also a... On January 28th, 2020. Me and Mom plus my friend went to PJ Clarke's on the upper weststside location. on 63rd street cross from Lincoln Center. 

I made... Came in for a solo dinner. No reservation but was seated immediately, they have a lot of room including a downstairs space where I was seated. I got a..."
10118,"Insta worthy. Great service!

Tbh I came here only for the corn esquites. LOLOL. I saw it on Instagram and I had to try it!! The restaurant is actually... Wow! I'm not even a big Mexican food fan but this place was incredible.  The shrimp quesadilla and chicken tacos were on point.  Very affordable for being... One of my favorite places to sit down and eat tacos / Mexican food. 

The vibe is awesome - its kinda like a Mexican restaurant version of ""The..."
10017,"Great place to meet that special someone and enjoy a few laughs, great drinks and brilliant food. I highly recommend this place for it's bartenders that are... Muldoon's is mediocre. Came during the lunch rush and the staff appeared to be overstretched. 

Seating is cramped, be prepared to hear others conversations... Worst bar ever


Crap bar along with the price SO go else where!!! Worst people that work there, sadly. (I would give 0/5 if yelp allowed it.) If you are a..."
10011,"What a welcome sight during all this craziness to walk by Peter McManus and see that they had opened a little take away window! 
A short wonderful window... Early March meant mid-Lenten season for Frank and on a Friday there was one thing to do, have fish and chips. As NYPD Commissioner Frank Reagan got out of... Wasn't impressed with the burger really but I did ask for extra onions, pickles and tomatoes and they did not disappoint me at all with fulfilling that..."
10010,"We got here before our reservation and we were seated immediately, which is such a plus. 

The hostess is very friendly and allowed us to pick wherever we... Cute spot, but we flackery first  oysters they had advertised on their chalk board outside, only to find out they ran out of oysters on Saturday. Gurl. You... This was a lackluster meal.

Portions are small (tapas, so expected) but the prices are high. Meatballs are $15 and come with three teeny tiny meatballs...."
10016,Smells kinda strange but the music is decent and they have $3 tall boys before 7. I'm currently listening to The Kinks and enjoying a beer for the price of... Cute little joint tucked away in Kips Bay! Came here with a girlfriend after a quick Yelp search while waiting for our movie to start at the AMC Theater... Glenn is amazing! She made us feel like regulars and we would definitely recommend coming here! She has the best personality in here and is someone to ask...
10016,"I thought I was going to walk into a place that looked like a volcano. Come to discover...the place is based on a book called Under the Volcano. 

It did... omg this is rare place in manhattan they treat customer kindly, basically i went just for couples drinks and spending time, i've had good experiences than... Amazing place! The food is really good and great for cocktails after work. 
Definitely will come back"
10019,"Great venue for a large group presentation. The views are breathtaking. Easy access. One con to using for meetings is the lack of breakout rooms, but for a... Came here for a double birthday/out of town visitor celebration at the Dizzy's Club Coca-Cola. Students (any) get in for a discounted rate and we did.... Horrible music and so boring that most people were  asleep by the 4th ""song"", if you want to call it music.  Such a clutter of random sounds. Painful to hear."
10023,"Small venue with a cash bar for my event so I would carry cash for any event here. The seating is not the best and there is no ""stadium like seating"" so if... I want to change the tone of my review today. Instead of expressing myself like I am an ""authority"" perhaps a more reckless approach with some colorful... No Review"
10022,"Went on a Friday night for a friend's BDAY.  The line wasn't long and we got in ASAP.  I believe the little bit of rain had something to do with it.  They... I swear this weekend-two different parties convinced me to go past 34th street!

My friend was semi-promoting this party here and told me to come.  I REALLY... I will not come back to this place. Very pricey drinks and the bartender i had tricked me into paying more tips on top of their ambiguous and misleading..."
10019,"Ok so they don't have 2 my of beer choices... music is sexy..
Tommy  bartender bought me my first beer...realy kwl!
Eye contact...smile..where am I ? NOT... I reallllllllllly loved it here... Royce made sure that my order was just as I asked for... even though I requested the flats way after I got my order.... Tommy 
IS
THE 
BEST
This is sincerely the best happy hour in hell's kitchen. 
$4 wells!!! great well selection too!

Annoying red head ""waitress"". She kept..."
10017,"First time here. Wait staff is excellent- very attentive. Everything we ordered was top notch. Steaks cooked perfectly. Oysters good. The Truffle Mashed... Happy Belated Birthday to My Dad! Well, that was the theme around us going to + me treating my father to a special dinner @ The Seafire Grill. We came here... Well done, all around!

Don't come here for a quiet evening ... that's not this place. A lot of business, a lot of midtown regulars (am I using that term..."
10001,"Unless you're looking for Korean or fast food, the area around Penn Station/MSG is really slim pickings for good food. Midtown as a whole is notorious for... I was in the city with my boyfriend and 4 other couples for a show at mansion square. It didn't take long for us to get a table. The waitress wasn't very... Went there on a Wednesday night after seeing a broadway musical.  Made a reservation for 8 on open table.  When we got there we were greeted by a lovely..."
10001,"Great bar. We""ve been here before concerts & Rangers games. The meatballs are great.  Shane always looks after us . Makes great cocktails and really looks... I went to this place on a Friday before a concert. It's a super convenient location to Madison Square Garden and Penn Station. It wasn't super crowded when... Definitely come in and get a beer with Amber she is awesome and has great information if you are a tourist. If you are a local you will have a new favorite..."
10017,"This is the best place in the world. Seriously my happy place!! 

From the food, to the staff, to the atmosphere, this is one of my favorite places to eat... My favorite healthy gluten-free place to eat. I love the key lime dessert as well as their teas. Every lunch meal is delish. 3.5* 

Le Botaniste is a beautiful spot to grab a vegan/vegetarian lunch in Midtown, but given the price point I can't see this being an every day option..."
10019,"The hangover cure!!!
While on a 4 day bender I stopped here on day two. Had the chicken Cesar swap and a couple brews.

As a a guy from southern Cali this... I've been to Carney's a few times. One of my friends loves to go there after work for drinks so I'm always meeting him there. It's kind of a small place.... We were in town for NYE, we were staying right up the street. This is a small little pub, we enjoyed it however the beer was a bit warm. The lace also..."
10036,"I decided to get some Ecuadorian food, and was blown away for paying $10 for some great food! had breaded fish, beans, rice, with sweet plantains. And a... On a cool rainy day, we found a welcoming and warm cocina to satiate our hunger. 

My lady and I shared Muchines (yucca fritters), Yapingachos (potato... Omg guys, this is a hidden gem!!!!!
The place is small with only about 7 tables. It's  a cute place for a casual dinner date. 

ALL our drinks were amazing...."
10022,"This was my first time at Le Reve for brunch. 
My friend made a reservation for her birthday party. Upon arrival the host advised us that because we were 20... So my friends and I decided to spend my birthday at Le Reve yesterday. I made reservations 2 days in advance and I received a confirmation email confirming... Out of the hundred thousand lounges available in NYC, this one disappoints me the most. We were so excited for an evening out, but at his place demonstrated..."
10011,"Great place to chill and best two for one drinks in New York City! I definitely recommend people to go here to have drinks and hang out with friends Well down the block around 6th avenue is a fancier place Fitzgerald's or something like that but this place here is really good halfway between a dive bar... 30 minutes to get a drink, went up with 20 minutes left in happy hour and didn't get a drink until 10 minutes after. Didn't get 2-4-1 drinks because of pure..."
10011,"As of the writing of this review, I received an email stating they were faced with difficulty during this COVID period. I was so sorry to hear this as they... Amazing restaurant! The decor and ambiance is quite fancy. I was here last Wednesday for a work function. They have a private room for events. Presentation... LOVE the Matcha cocktail.
Love the Carrot appetizer - rich in flavor.
Love the Hamachi appetizer - fresh and refreshing."
10023,"The wine Bar is attached to the Morton Williams Market. 
They have a nice long bar area. Then there are tables and some little cocktail tables, with... Yesterday was my first time here at Morty's absolutely loved it!! The vibes were great ,they have craft beer which I love super chill place to just have a... Nice new place on the west side.  Attached to a supermarket, but is separate.  food and wine and upscale bar menu. Ask for KC"
10010,"My friends and fmaIly came here after an event we held for our brother in law nearby. the place was pretty empty so they welcomed our group of 25. The... $14 for a pretzel. Maybe about 20 cents worth of flour, salt and baking soda. I understand manhattan prices, but $14??!?!

The drinks were tasty but light.... I was on a date here recently. It was pretty busy for a weeknight, but there were tables available. The place is huge. We ordered a beer, bathtub gin, tater..."
10023,Awesome show.  Been here many times and always an amazing performance. Worth the money ten times over. Also beautiful theatre and comfortable seats and all... Big Band Holiday fun! Truly lovely venue no bad seat in the house! Loved the interactive performance and the vibe. Drinks are available for purchase! What a beautiful theatre!  My daughter and I came here for a  concert while in town and were not disappointed. Acoustics were fantastic and the space is...
10019,"Definitely a cool spot with a great view of central park west. Stopped by with the wife & little one (18month old) around 3pm. Wife had a apple martini & I... When is a Bar not a Bar? Much like the question that bedeviled Alice when she was in Wonderland, I was left muttering this retort to myself after leaving... Omg! They didn't have even CRACKER(forget the bread)for tuna tartare, service was VERY unfriendly!
Very sad-it's could of been a nice experience,..."
10016,"Obsessed with this cute spot in midtown! There are only a couple of tables inside and about 2 outside of you are able to catch nice weather! 

Love the... The wine list isn't too exciting and doesn't have many daring, unique choices you wouldn't be able to find elsewhere. That being said, the prices are very... This is probably my new favorite wine spot in midtown. If you are looking for a nice atmosphere and great food, here we go. The salmon was my favorite..."
10036,"I really enjoyed my dinner here with my girlfriends. 
The gorgonzola pasta was to die for and the fish was delish. 
I have zero complaints. Rarely do I think a place earns one star. But ...

I ordered delivery from here tonight since I'm at work. Delivery arrived on time and was hot. No spills.... I came here for a friends birthday dinner. I arrived a bit early and checked out the decor which was dark, intimate, and seemed like a great place for a..."
10016,"Robert and the staff at Tuttles are putting themselves on the front lines in order to continue to see that people can keep getting the life saving... Great for HH until 7pm with plenty of outdoor sitting in the back patio, bar food which is just okay and fine for what it is. On Friday we were able to get... Decided to check out the beer garden on Saturday early evening. We were there around 6pm and it was still relatively empty which was nice as there were lots..."
10001,"This actually deserves to be downgraded more to a three and a half star review than four. But, I chose to go up to four. Not entirely sure why.

We had... This place is super cute for a catch-up with friends. Met my girls here and I noticed some people couldn't figure out the entrance. It can be hidden so keep... I have never really been able to experience a lot of French food especially in New York but was excited to try out OCabanon when my friends suggested it...."
10016,"Came in for the first time last night and had such a great time. Initially we thought the price points were a bit high, specifically for the mozzarella... Attended an event hosted here. The staff was friendly, especially our bar tender! The atmosphere is dark, there are 2 restrooms that were relatively clean,... You live in or costing Manhattan and want some place to watch Game of Thrones with a crowd?   Well this is the place!  

The Stone Creek Ale is one good..."
10022,"Omgoodness! Homemade gluten free pasta & bread!  Staff is incredible, food is amazing! Highly recommend ( Had a nice dinner at Bistango at The Kimberly Hotel with a friend. Very nice hotel entrance...restaurant is located right behind the fish tank. Love the... Well.... this is awkward...
Never in my life actually been asked to leave a restaurant, or anyplace, for that matter, ever....
As anyone who is interested..."
10036,"FOOD
Delicious. Great portions where it wasn't petite yet not overbearing. Surf and turf was a home run, served with broccoli and mashed potatoes. Caesar... First time here .Wanted good steak  we had filet Mignon .i
Ordered med rare got well and raw.it was dry .wife ordered med got med raw .
Very disappointed Ok is this place the best in nyc maybe not, but its a solid Choice to have an excellent meal and enjoy a little history while in the theater district.
The..."
10019,"Window Window Open 12-8pm drinks and food Togo!!
Best Pub Grub in Hell's Kitchen!!
Moscow Mule and Aperol Spritz Froze'z !! Really has nothing to offer. Happy hour deals are on par with all the other places in the area except this place doesn't get that lively during happy hour.... Great Irish bar/restaurant. Food was really good! Great prices. Will def be back. Didn't take a pic but spinach dip appetizer was AMAZING"
10011,"Cutest back garden that's open during the summer. Happy hour is great, they have a house red, white, rose for $7. 5-7pm. The garden is picnic tables so can... We went to Bar Véloce on Sunday after the parade. It has a really nice outside area and the way it is set up makes  you feel like you're just hanging out... Nice wine bar in an intimate setting with soft music and plenty of options. Landed here to have a cup solo while in Soho and I really enjoyed it. I sat at..."
10016,"Never judge a book by its cover. This adage is oh so true when it comes to venues too. While attending the Jollop Jerk Fest, I had the opportunity to... Beautiful decor. You never know what Manhattan has to offer... no bling outside but step into the basement and a whole event experience awaits. Excellent venue for events. I came here for a food festival and I was very impressed by a few things:

1) convenient location near the Qns/Midtown..."
10036,"I went to this restaurant with recommendations from the hotel I was staying at. And it was in walking distance.
Upon arriving my girlfriend and I were sat... Thoroughly unenjoyable and probably a generous 2. 

Got there with a buddy around 12:30. Place had a good crowd but was not full by any means. We sat... Wow! What a delightful dining experience. Had lunch here with a group of my girlfriends before a Broadway show. I went on the recommendation from a gluten..."
10036,"I had the burger and I wasn't impressed, because the meat was at best rare.  After feeling like I was in a weird Fear Factor revival and being forced to eat... I came here for winter restaurant week. I've been wanting to try their burger for a while now, and for an $8 upcharge, one could opt it from the restaurant... Two friends and I came here for restaurant and really enjoyed ourselves. The atmosphere of the restaurant itself is nice. A little loud but there are plenty..."
10036,"Just had lunch at ortzi and I am amazed by not only how delicious the food was but also by The exquisite preparation and freshness. This unique take on... Went for restaurant week. Food was great. Very ample portions and nice wine  list.  Service very professional.  Space is weird. Hopefully they can find... There is an amazing $26 lunch special. The quality of food here is tops.
Ate:
Spring pea soup
Branzino
I don't even like split pea but this had the lightest..."
10036,"I often stay at the Edison Hotel and I'm thrilled that this place is next door. Amazing Mediterranean flavors, friendly service, and a beautiful place to... Classic Greek food with a twist + theater district = WIN/WIN !
First impressions make all the difference . As soon as you walk in the ambience catches you ,... My friends and I discovered Nisi while looking for a brunch place and we're very glad we decided on it. It seems like a relatively new restaurant in the..."
10019,"I've been here many times to eat for lunch I came today ordered a salad and a Coca-Cola and as I was sitting there waiting for my lunch I watched the waiter... Came here for the art. Ashley Longshore has created a bright, beautiful and energetic space! You can't help but smile when you walk in. It's a little tucked... I had a wonderful experience. Waitstaff was incredibly attentive and food came quickly, everyone was prompt and polite.

Food was great; the bread and..."
10019,The service was slow and the Italian food was over priced but I did enjoy the table side magician. No Review No Review
10022,"Dined  at Fig and Olive  for a work lunch today with two colleagues. We arrived around 1pm and were seated immediately without a reservation. The restaurant... Lunch on a Friday at Madison Avenue and 52 nd Street location

We were seated immediately upon arrival even though we were 10 minutes early for our 1 PM... Second best service  at any restaurant we ate at over a 5 day trip to NYC, which was a big deal to us traveling with a baby, but I wasn't expecting much..."
10020,"Restaurant week review. Great food, chill bartenders and clientele. Soup and dry-aged steak were as delicious as you'd expect from a place like this, and... *Came here for Valentine's so it's a bit overdue review*
The last time I've been to Capital Grille was in Boston 2016 and I remember the food being... Came here not expecting a whole lot since this is a chain franchise. I was told that it shouldn't be called a chain since it's not like McDonald's or..."
10019,"Last night we had a small family reunion dinner here at West End Bar & Grill. We needed a place to all meet after the theater, and we'd never been here... Great little place to grab a bite before seeing a show.  Very nice ambiance and bar. 

The sliders were delicious especially the chicken Parmesan!  Hand cut... Wonderful!!
This place is one of the best bar & grill's on 8th Avenue. The food was good, the bar staff was very helpful, and the atmosphere is superb.
I..."
10020,"Great experience.  You can't beat a seat at the bar, facing Rockefeller Center and the lit Christmas tree!
Great bartender!  Very helpful and personable.... This is more of a three and a half star review. But I decided to go with three stars because ... well, frankly it was kind of blah and forgettable. There... Great selection of wine. The worker all knowledgeable and pleasant. I made a comment  to the server / manager about Riesling that I ordered without have a..."
10176,"Great, relaxed atmosphere here in the heart of midtown NYC.  Our Baja Margaritas were on point, as were our appetizers and meals.   Decent portions and... Came here on a Friday evening after making a reservation on opentable. I was seated by the windows looking down on the streets of 5th ave. The waitress was... Amid the bustle of Fifth Avenue we welcomed a great, relaxing meal. We didn't even know the clothing store Tommy Bahama's has a restaurant. It's on the..."
10019,"We were seeking a spot to grab a quick lunch before heading back to Grand Central Station. Lucky for us, this place was right across the street from our... Our little family of 5 (mama, dada, grandma and two young children) came here for lunch. We were so happy to see it open on NEW YEARS DAY and were promptly... Onion Soupe was very delicious.
Escargot was good (I mean I never had bad escargot before)
Lasagna seems yum as my friend loves it.
Bouillabaisse was okay,..."
11417,"Delicious food! Great service! Lovely decor!

It's food is elevated, more than just Mexican food, and also mainstream if that's your pick. 

We had... A girl who works there took my order over the phone and she was so nice and kind, very helpful and patient. Esteban greeted us at the cashier and he gave us... I had a great time here with my family. All of our food was absolutely delicious and everyone enjoyed what we got. The guacamole was fresh, the ingredients..."
